"","x"
"1192","Dendritic cell"
"1193","CD4+ T cell"
"1194","CD4+ T cell"
"1195","CD4+ T cell"
"1196","Dendritic cell"
"1197","Dendritic cell"
"1198","Dendritic cell"
"1199","CD4+ T cell"
"1200","Dendritic cell"
"1201","CD4+ T cell"
"1202","Dendritic cell"
"1203","Dendritic cell"
"1204","CD4+ T cell"
"1205","CD4+ T cell"
"1206","CD4+ T cell"
"1207","Dendritic cell"
"1208","CD4+ T cell"
"1209","Dendritic cell"
"1210","CD4+ T cell"
"1211","Dendritic cell"
"1212","Dendritic cell"
"1213","Dendritic cell"
"1214","Dendritic cell"
"1215","Dendritic cell"
"1216","Dendritic cell"
"1217","Dendritic cell"
"1218","Dendritic cell"
"1219","Dendritic cell"
"1220","CD4+ T cell"
"1221","Dendritic cell"
"1222","Dendritic cell"
"1223","Dendritic cell"
"1224","Dendritic cell"
"1225","Dendritic cell"
"1226","Dendritic cell"
"1227","CD4+ T cell"
"1228","CD4+ T cell"
"1229","Dendritic cell"
"1230","Dendritic cell"
"1231","Dendritic cell"
"1232","Dendritic cell"
"1233","Dendritic cell"
"1234","CD4+ T cell"
"1235","Dendritic cell"
"1236","Dendritic cell"
"1237","CD4+ T cell"
"1238","Dendritic cell"
"1239","Dendritic cell"
"1240","CD4+ T cell"
"1241","Dendritic cell"
"1242","Dendritic cell"
"1243","CD4+ T cell"
"1244","Dendritic cell"
"1245","Dendritic cell"
"1246","Dendritic cell"
"1247","Dendritic cell"
"1248","Dendritic cell"
"1249","Dendritic cell"
"1250","Dendritic cell"
"1251","Dendritic cell"
"1252","CD4+ T cell"
"1253","Dendritic cell"
"1254","Dendritic cell"
"1255","Dendritic cell"
"1256","Dendritic cell"
"1257","Dendritic cell"
"1258","Dendritic cell"
"1259","Dendritic cell"
"1260","Dendritic cell"
"1261","CD4+ T cell"
"1262","Dendritic cell"
"1263","CD4+ T cell"
"1264","Dendritic cell"
"1265","CD4+ T cell"
"1266","Dendritic cell"
"1267","Dendritic cell"
"1268","Dendritic cell"
"1269","Dendritic cell"
"1270","Dendritic cell"
"1271","Dendritic cell"
"1272","Dendritic cell"
"1273","CD4+ T cell"
"1274","CD4+ T cell"
"1275","Dendritic cell"
"1276","Dendritic cell"
"1277","CD4+ T cell"
"1278","Dendritic cell"
"1279","Dendritic cell"
"1280","Dendritic cell"
"1281","Dendritic cell"
"1282","Dendritic cell"
"1283","Dendritic cell"
"1284","Dendritic cell"
"1285","CD4+ T cell"
"1286","Dendritic cell"
"1287","Dendritic cell"
"1288","Dendritic cell"
"1289","Dendritic cell"
"1290","Dendritic cell"
"1291","Dendritic cell"
"1292","Dendritic cell"
"1293","Dendritic cell"
"1294","Dendritic cell"
"1295","Dendritic cell"
"1296","CD4+ T cell"
"1297","Dendritic cell"
"1298","Dendritic cell"
"1299","Dendritic cell"
"1300","CD4+ T cell"
"1301","Dendritic cell"
"1302","Dendritic cell"
"1303","Dendritic cell"
"1304","Dendritic cell"
"1305","Dendritic cell"
"1306","CD4+ T cell"
"1307","CD4+ T cell"
"1308","CD4+ T cell"
"1309","Dendritic cell"
"1310","CD4+ T cell"
"1311","Dendritic cell"
"1312","Dendritic cell"
"1313","CD4+ T cell"
"1314","Dendritic cell"
"1315","Dendritic cell"
"1316","Dendritic cell"
"1317","Dendritic cell"
"1318","CD4+ T cell"
"1319","CD4+ T cell"
"1320","Dendritic cell"
"1321","Dendritic cell"
"1322","Dendritic cell"
"1323","CD4+ T cell"
"1324","Dendritic cell"
"1325","Dendritic cell"
"1326","Dendritic cell"
"1327","CD4+ T cell"
"1328","Dendritic cell"
"1329","Dendritic cell"
"1330","CD4+ T cell"
"1331","Dendritic cell"
"1332","Dendritic cell"
"1333","Dendritic cell"
"1334","Dendritic cell"
"1335","Dendritic cell"
"1336","Dendritic cell"
"1337","Dendritic cell"
"1338","CD4+ T cell"
"1339","Dendritic cell"
"1340","Dendritic cell"
"1341","Dendritic cell"
"1342","Dendritic cell"
"1343","Dendritic cell"
"1344","Dendritic cell"
"1345","Dendritic cell"
"1346","CD4+ T cell"
"1347","Dendritic cell"
"1348","Dendritic cell"
"1349","Dendritic cell"
"1350","Dendritic cell"
"1351","CD4+ T cell"
"1352","CD4+ T cell"
"1353","Dendritic cell"
"1354","Dendritic cell"
"1355","CD4+ T cell"
"1356","Dendritic cell"
"1357","Dendritic cell"
"1358","Dendritic cell"
"1359","Dendritic cell"
"1360","CD4+ T cell"
"1361","Dendritic cell"
"1362","CD4+ T cell"
"1363","Dendritic cell"
"1364","Dendritic cell"
"1365","CD4+ T cell"
"1366","Dendritic cell"
"1367","Dendritic cell"
"1368","Dendritic cell"
"1369","CD4+ T cell"
"1370","CD4+ T cell"
"1371","Dendritic cell"
"1372","Dendritic cell"
"1373","Dendritic cell"
"1374","Dendritic cell"
"1375","Dendritic cell"
"1376","CD4+ T cell"
"1377","Dendritic cell"
"1378","Dendritic cell"
"1379","Dendritic cell"
"1380","Dendritic cell"
"1381","Dendritic cell"
"1382","CD4+ T cell"
"1383","CD4+ T cell"
"1384","CD4+ T cell"
"1385","Dendritic cell"
"1386","Dendritic cell"
"1387","CD4+ T cell"
"1388","Dendritic cell"
"1389","Dendritic cell"
"1390","CD4+ T cell"
"1391","Dendritic cell"
"1392","CD4+ T cell"
"1393","Dendritic cell"
"1394","Dendritic cell"
"1395","Dendritic cell"
"1396","CD4+ T cell"
"1397","CD4+ T cell"
"1398","CD4+ T cell"
"1399","Dendritic cell"
"1400","Dendritic cell"
"1401","CD4+ T cell"
"1402","CD4+ T cell"
"1403","Dendritic cell"
"1404","CD4+ T cell"
"1405","Dendritic cell"
"1406","CD4+ T cell"
"1407","Dendritic cell"
"1408","Dendritic cell"
"1409","Dendritic cell"
"1410","CD4+ T cell"
"1411","CD4+ T cell"
"1412","CD4+ T cell"
"1413","CD4+ T cell"
"1414","CD4+ T cell"
"1415","CD4+ T cell"
"1416","Cytotoxic T cell"
"1417","CD4+ T cell"
"1418","CD4+ T cell"
"1419","Dendritic cell"
"1420","CD4+ T cell"
"1421","Dendritic cell"
"1422","CD4+ T cell"
"1423","Dendritic cell"
"1424","CD4+ T cell"
"1425","CD4+ T cell"
"1426","CD4+ T cell"
"1427","CD4+ T cell"
"1428","CD4+ T cell"
"1429","Dendritic cell"
"1430","CD4+ T cell"
"1431","CD4+ T cell"
"1432","Dendritic cell"
"1433","CD4+ T cell"
"1434","CD4+ T cell"
"1435","CD4+ T cell"
"1436","CD4+ T cell"
"1437","Dendritic cell"
"1438","CD4+ T cell"
"1439","CD4+ T cell"
"1440","Dendritic cell"
"1441","CD4+ T cell"
"1442","CD4+ T cell"
"1443","CD4+ T cell"
"1444","CD4+ T cell"
"1445","Dendritic cell"
"1446","CD4+ T cell"
"1447","Cytotoxic T cell"
"1448","CD4+ T cell"
"1449","CD4+ T cell"
"1450","CD4+ T cell"
"1451","Dendritic cell"
"1452","CD4+ T cell"
"1453","CD4+ T cell"
"1454","Dendritic cell"
"1455","Dendritic cell"
"1456","CD4+ T cell"
"1457","CD4+ T cell"
"1458","CD4+ T cell"
"1459","CD4+ T cell"
"1460","CD4+ T cell"
"1461","CD4+ T cell"
"1462","CD4+ T cell"
"1463","CD4+ T cell"
"1464","CD4+ T cell"
"1465","CD4+ T cell"
"1466","CD4+ T cell"
"1467","Dendritic cell"
"1468","Dendritic cell"
"1469","CD4+ T cell"
"1470","CD4+ T cell"
"1471","Dendritic cell"
"1472","Dendritic cell"
"1473","Cytotoxic T cell"
"1474","CD4+ T cell"
"1475","CD4+ T cell"
"1476","CD4+ T cell"
"1477","CD4+ T cell"
"1478","CD4+ T cell"
"1479","Dendritic cell"
"1480","CD4+ T cell"
"1481","Dendritic cell"
"1482","CD4+ T cell"
"1483","CD4+ T cell"
"1484","CD4+ T cell"
"1485","CD4+ T cell"
"1486","CD4+ T cell"
"1487","CD4+ T cell"
"1488","CD4+ T cell"
"1489","CD4+ T cell"
"1490","CD4+ T cell"
"1491","Cytotoxic T cell"
"1492","CD4+ T cell"
"1493","Dendritic cell"
"1494","CD4+ T cell"
"1495","CD4+ T cell"
"1496","CD4+ T cell"
"1497","CD4+ T cell"
"1498","CD4+ T cell"
"1499","Dendritic cell"
"1500","Dendritic cell"
"1501","CD4+ T cell"
"1502","Dendritic cell"
"1503","CD4+ T cell"
"1504","CD4+ T cell"
"1505","CD4+ T cell"
"1506","Dendritic cell"
"1507","CD4+ T cell"
"1508","Dendritic cell"
"1509","Dendritic cell"
"1510","CD4+ T cell"
"1511","CD4+ T cell"
"1512","Dendritic cell"
"1513","CD4+ T cell"
"1514","Dendritic cell"
"1515","CD4+ T cell"
"1516","Dendritic cell"
"1517","Dendritic cell"
"1518","CD4+ T cell"
"1519","CD4+ T cell"
"1520","Dendritic cell"
"1521","CD4+ T cell"
"1522","Dendritic cell"
"1523","Dendritic cell"
"1524","CD4+ T cell"
"1525","CD4+ T cell"
"1526","CD4+ T cell"
"1527","Dendritic cell"
"1528","CD4+ T cell"
"1529","CD4+ T cell"
"1530","CD4+ T cell"
"1531","CD4+ T cell"
"1532","CD4+ T cell"
"1533","CD4+ T cell"
"1534","CD4+ T cell"
"1535","CD4+ T cell"
"1536","CD4+ T cell"
"1537","Dendritic cell"
"1538","Dendritic cell"
"1539","Dendritic cell"
"1540","CD4+ T cell"
"1541","CD4+ T cell"
"1542","Dendritic cell"
"1543","CD4+ T cell"
"1544","CD4+ T cell"
"1545","CD4+ T cell"
"1546","CD4+ T cell"
"1547","Dendritic cell"
"1548","CD4+ T cell"
"1549","CD4+ T cell"
"1550","CD4+ T cell"
"1551","CD4+ T cell"
"1552","Dendritic cell"
"1553","CD4+ T cell"
"1554","CD4+ T cell"
"1555","CD4+ T cell"
"1556","CD4+ T cell"
"1557","CD4+ T cell"
"1558","Dendritic cell"
"1559","Dendritic cell"
"1560","Dendritic cell"
"1561","Dendritic cell"
"1562","CD4+ T cell"
"1563","CD4+ T cell"
"1564","CD4+ T cell"
"1565","CD4+ T cell"
"1566","CD4+ T cell"
"1567","CD4+ T cell"
"1568","CD4+ T cell"
"1569","CD4+ T cell"
"1570","CD4+ T cell"
"1571","Dendritic cell"
"1572","CD4+ T cell"
"1573","CD4+ T cell"
"1574","CD4+ T cell"
"1575","Dendritic cell"
"1576","CD4+ T cell"
"1577","CD4+ T cell"
"1578","CD4+ T cell"
"1579","CD4+ T cell"
"1580","CD4+ T cell"
"1581","Dendritic cell"
"1582","Dendritic cell"
"1583","CD4+ T cell"
"1584","CD4+ T cell"
"1585","CD4+ T cell"
"1586","CD4+ T cell"
"1587","CD4+ T cell"
"1588","CD4+ T cell"
"1589","Dendritic cell"
"1590","CD4+ T cell"
"1591","Dendritic cell"
"1592","CD4+ T cell"
"1593","CD4+ T cell"
"1594","CD4+ T cell"
"1595","CD4+ T cell"
"1596","CD4+ T cell"
"1597","CD4+ T cell"
"1598","CD4+ T cell"
"1599","CD4+ T cell"
"1600","CD4+ T cell"
"1601","CD4+ T cell"
"1602","CD4+ T cell"
"1603","Dendritic cell"
"1604","CD4+ T cell"
"1605","CD4+ T cell"
"1606","Dendritic cell"
"1607","Dendritic cell"
"1608","CD4+ T cell"
"1609","CD4+ T cell"
"1610","Dendritic cell"
"1611","CD4+ T cell"
"1612","CD4+ T cell"
"1613","CD4+ T cell"
"1614","CD4+ T cell"
"1615","CD4+ T cell"
"1616","CD4+ T cell"
"1617","Dendritic cell"
"1618","CD4+ T cell"
"1619","CD4+ T cell"
"1620","CD4+ T cell"
"1621","CD4+ T cell"
"1622","CD4+ T cell"
"1623","CD4+ T cell"
"1624","Dendritic cell"
"1625","Dendritic cell"
"1626","CD4+ T cell"
"1627","CD4+ T cell"
"1628","CD4+ T cell"
"1629","CD4+ T cell"
"1630","Dendritic cell"
"1631","CD4+ T cell"
"1632","Dendritic cell"
"1633","CD4+ T cell"
"1634","CD4+ T cell"
"1635","Dendritic cell"
"1636","Dendritic cell"
"1637","Dendritic cell"
"1638","CD4+ T cell"
"1639","CD4+ T cell"
"1640","CD4+ T cell"
"1641","CD4+ T cell"
"1642","CD4+ T cell"
"1643","CD4+ T cell"
"1644","CD4+ T cell"
"1645","CD4+ T cell"
"1646","CD4+ T cell"
"1647","CD4+ T cell"
"1648","Dendritic cell"
"1649","CD4+ T cell"
"1650","CD4+ T cell"
"1651","CD4+ T cell"
"1652","Cytotoxic T cell"
"1653","CD4+ T cell"
"1654","Dendritic cell"
"1655","Dendritic cell"
"1656","CD4+ T cell"
"1657","CD4+ T cell"
"1658","CD4+ T cell"
"1659","CD4+ T cell"
"1660","CD4+ T cell"
"1661","CD4+ T cell"
"1662","CD4+ T cell"
"1663","CD4+ T cell"
"1664","CD4+ T cell"
"1665","CD4+ T cell"
"1666","CD4+ T cell"
"1667","CD4+ T cell"
"1668","CD4+ T cell"
"1669","CD4+ T cell"
"1670","CD4+ T cell"
"1671","CD4+ T cell"
"1672","Dendritic cell"
"1673","CD4+ T cell"
"1674","CD4+ T cell"
"1675","Cytotoxic T cell"
"1676","CD4+ T cell"
"1677","CD4+ T cell"
"1678","Dendritic cell"
"1679","Dendritic cell"
"1680","CD4+ T cell"
"1681","Dendritic cell"
"1682","CD4+ T cell"
"1683","CD4+ T cell"
"1684","CD4+ T cell"
"1685","CD4+ T cell"
"1686","CD4+ T cell"
"1687","Dendritic cell"
"1688","CD4+ T cell"
"1689","CD4+ T cell"
"1690","CD4+ T cell"
"1691","Dendritic cell"
"1692","CD4+ T cell"
"1693","CD4+ T cell"
"1694","CD4+ T cell"
"1695","Dendritic cell"
"1696","CD4+ T cell"
"1697","CD4+ T cell"
"1698","CD4+ T cell"
"1699","CD4+ T cell"
"1700","CD4+ T cell"
"1701","CD4+ T cell"
"1702","CD4+ T cell"
"1703","CD4+ T cell"
"1704","CD4+ T cell"
"1705","CD4+ T cell"
"1706","CD4+ T cell"
"1707","CD4+ T cell"
"1708","Dendritic cell"
"1709","CD4+ T cell"
"1710","Dendritic cell"
"1711","CD4+ T cell"
"1712","Dendritic cell"
"1713","CD4+ T cell"
"1714","CD4+ T cell"
"1715","Dendritic cell"
"1716","CD4+ T cell"
"1717","CD4+ T cell"
"1718","CD4+ T cell"
"1719","CD4+ T cell"
"1720","Dendritic cell"
"1721","CD4+ T cell"
"1722","CD4+ T cell"
"1723","Dendritic cell"
"1724","Cytotoxic T cell"
"1725","Dendritic cell"
"1726","CD4+ T cell"
"1727","CD4+ T cell"
"1728","CD4+ T cell"
"1729","Cytotoxic T cell"
"1730","CD4+ T cell"
"1731","CD4+ T cell"
"1732","CD4+ T cell"
"1733","CD4+ T cell"
"1734","CD4+ T cell"
"1735","CD4+ T cell"
"1736","CD4+ T cell"
"1737","CD4+ T cell"
"1738","CD4+ T cell"
"1739","Cytotoxic T cell"
"1740","CD4+ T cell"
"1741","CD4+ T cell"
"1742","CD4+ T cell"
"1743","CD4+ T cell"
"1744","CD4+ T cell"
"1745","CD4+ T cell"
"1746","CD4+ T cell"
"1747","Dendritic cell"
"1748","CD4+ T cell"
"1749","CD4+ T cell"
"1750","CD4+ T cell"
"1751","Dendritic cell"
"1752","CD4+ T cell"
"1753","Dendritic cell"
"1754","CD4+ T cell"
"1755","CD4+ T cell"
"1756","CD4+ T cell"
"1757","CD4+ T cell"
"1758","CD4+ T cell"
"1759","Dendritic cell"
"1760","CD4+ T cell"
"1761","CD4+ T cell"
"1762","CD4+ T cell"
"1763","Dendritic cell"
"1764","Dendritic cell"
"1765","CD4+ T cell"
"1766","CD4+ T cell"
"1767","CD4+ T cell"
"1768","CD4+ T cell"
"1769","Dendritic cell"
"1770","CD4+ T cell"
"1771","CD4+ T cell"
"1772","CD4+ T cell"
"1773","CD4+ T cell"
"1774","Dendritic cell"
"1775","CD4+ T cell"
"1776","CD4+ T cell"
"1777","CD4+ T cell"
"1778","CD4+ T cell"
"1779","CD4+ T cell"
"1780","Cytotoxic T cell"
"1781","CD4+ T cell"
"1782","Dendritic cell"
"1783","CD4+ T cell"
"1784","CD4+ T cell"
"1785","Dendritic cell"
"1786","CD4+ T cell"
"1787","Dendritic cell"
"1788","CD4+ T cell"
"1789","CD4+ T cell"
"1790","CD4+ T cell"
"1791","Dendritic cell"
"1792","CD4+ T cell"
"1793","CD4+ T cell"
"1794","CD4+ T cell"
"1795","CD4+ T cell"
"1796","CD4+ T cell"
"1797","CD4+ T cell"
"1798","CD4+ T cell"
"1799","CD4+ T cell"
"1800","CD4+ T cell"
"1801","CD4+ T cell"
"1802","Dendritic cell"
"1803","CD4+ T cell"
"1804","CD4+ T cell"
"1805","CD4+ T cell"
"1806","CD4+ T cell"
"1807","Dendritic cell"
"1808","Dendritic cell"
"1809","CD4+ T cell"
"1810","CD4+ T cell"
"1811","Dendritic cell"
"1812","CD4+ T cell"
"1813","CD4+ T cell"
"1814","CD4+ T cell"
"1815","CD4+ T cell"
"1816","CD4+ T cell"
"1817","CD4+ T cell"
"1818","CD4+ T cell"
"1819","CD4+ T cell"
"1820","CD4+ T cell"
"1821","CD4+ T cell"
"1822","Dendritic cell"
"1823","CD4+ T cell"
"1824","Dendritic cell"
"1825","CD4+ T cell"
"1826","CD4+ T cell"
"1827","CD4+ T cell"
"1828","CD4+ T cell"
"1829","CD4+ T cell"
"1830","CD4+ T cell"
"1831","CD4+ T cell"
"1832","CD4+ T cell"
"1833","Dendritic cell"
"1834","CD4+ T cell"
"1835","CD4+ T cell"
"1836","CD4+ T cell"
"1837","CD4+ T cell"
"1838","Dendritic cell"
"1839","CD4+ T cell"
"1840","CD4+ T cell"
"1841","CD4+ T cell"
"1842","CD4+ T cell"
"1843","CD4+ T cell"
"1844","CD4+ T cell"
"1845","CD4+ T cell"
"1846","CD4+ T cell"
"1847","CD4+ T cell"
"1848","CD4+ T cell"
"1849","CD4+ T cell"
"1850","CD4+ T cell"
"1851","Dendritic cell"
"1852","Dendritic cell"
"1853","Cytotoxic T cell"
"1854","CD4+ T cell"
"1855","Dendritic cell"
"1856","Dendritic cell"
"1857","CD4+ T cell"
"1858","CD4+ T cell"
"1859","CD4+ T cell"
"1860","CD4+ T cell"
"1861","CD4+ T cell"
"1862","Dendritic cell"
"1863","CD4+ T cell"
"1864","CD4+ T cell"
"1865","CD4+ T cell"
"1866","CD4+ T cell"
"1867","CD4+ T cell"
"1868","CD4+ T cell"
"1869","CD4+ T cell"
"1870","CD4+ T cell"
"1871","CD4+ T cell"
"1872","CD4+ T cell"
"1873","CD4+ T cell"
"1874","CD4+ T cell"
"1875","CD4+ T cell"
"1876","CD4+ T cell"
"1877","CD4+ T cell"
"1878","CD4+ T cell"
"1879","CD4+ T cell"
"1880","CD4+ T cell"
"1881","CD4+ T cell"
"1882","CD4+ T cell"
"1883","CD4+ T cell"
"1884","CD4+ T cell"
"1885","CD4+ T cell"
"1886","CD4+ T cell"
"1887","CD4+ T cell"
"1888","CD4+ T cell"
"1889","CD4+ T cell"
"1890","CD4+ T cell"
"1891","CD4+ T cell"
"1892","CD4+ T cell"
"1893","Dendritic cell"
"1894","CD4+ T cell"
"1895","CD4+ T cell"
"1896","Dendritic cell"
"1897","CD4+ T cell"
"1898","CD4+ T cell"
"1899","CD4+ T cell"
"1900","CD4+ T cell"
"1901","CD4+ T cell"
"1902","CD4+ T cell"
"1903","Dendritic cell"
"1904","Dendritic cell"
"1905","Dendritic cell"
"1906","Dendritic cell"
"1907","CD4+ T cell"
"1908","CD4+ T cell"
"1909","CD4+ T cell"
"1910","CD4+ T cell"
"1911","CD4+ T cell"
"1912","CD4+ T cell"
"1913","CD4+ T cell"
"1914","Dendritic cell"
"1915","CD4+ T cell"
"1916","CD4+ T cell"
"1917","CD4+ T cell"
"1918","CD4+ T cell"
"1919","CD4+ T cell"
"1920","CD4+ T cell"
"1921","CD4+ T cell"
"1922","CD4+ T cell"
"1923","CD4+ T cell"
"1924","CD4+ T cell"
"1925","CD4+ T cell"
"1926","CD4+ T cell"
"1927","CD4+ T cell"
"1928","CD4+ T cell"
"1929","CD4+ T cell"
"1930","CD4+ T cell"
"1931","CD4+ T cell"
"1932","CD4+ T cell"
"1933","CD4+ T cell"
"1934","CD4+ T cell"
"1935","CD4+ T cell"
"1936","CD4+ T cell"
"1937","CD4+ T cell"
"1938","CD4+ T cell"
"1939","CD4+ T cell"
"1940","CD4+ T cell"
"1941","CD4+ T cell"
"1942","CD4+ T cell"
"1943","CD4+ T cell"
"1944","CD4+ T cell"
"1945","CD4+ T cell"
"1946","CD4+ T cell"
"1947","CD4+ T cell"
"1948","CD4+ T cell"
"1949","CD4+ T cell"
"1950","CD4+ T cell"
"1951","CD4+ T cell"
"1952","CD4+ T cell"
"1953","CD4+ T cell"
"1954","CD4+ T cell"
"1955","CD4+ T cell"
"1956","CD4+ T cell"
"1957","CD4+ T cell"
"1958","CD4+ T cell"
"1959","CD4+ T cell"
"1960","Dendritic cell"
"1961","CD4+ T cell"
"1962","CD4+ T cell"
"1963","CD4+ T cell"
"1964","CD4+ T cell"
"1965","CD4+ T cell"
"1966","CD4+ T cell"
"1967","CD4+ T cell"
"1968","CD4+ T cell"
"1969","CD4+ T cell"
"1970","CD4+ T cell"
"1971","CD4+ T cell"
"1972","CD4+ T cell"
"1973","CD4+ T cell"
"1974","CD4+ T cell"
"1975","CD4+ T cell"
"1976","CD4+ T cell"
"1977","CD4+ T cell"
"1978","CD4+ T cell"
"1979","CD4+ T cell"
"1980","CD4+ T cell"
"1981","CD4+ T cell"
"1982","CD4+ T cell"
"1983","CD4+ T cell"
"1984","CD4+ T cell"
"1985","CD4+ T cell"
"1986","CD4+ T cell"
"1987","CD4+ T cell"
"1988","CD4+ T cell"
"1989","CD4+ T cell"
"1990","CD4+ T cell"
"1991","CD4+ T cell"
"1992","CD4+ T cell"
"1993","CD4+ T cell"
"1994","CD4+ T cell"
"1995","CD4+ T cell"
"1996","CD4+ T cell"
"1997","CD4+ T cell"
"1998","CD4+ T cell"
"1999","CD4+ T cell"
"2000","CD4+ T cell"
"2001","CD4+ T cell"
"2002","CD4+ T cell"
"2003","CD4+ T cell"
"2004","CD4+ T cell"
"2005","CD4+ T cell"
"2006","CD4+ T cell"
"2007","CD4+ T cell"
"2008","CD4+ T cell"
"2009","CD4+ T cell"
"2010","Dendritic cell"
"2011","CD4+ T cell"
"2012","CD4+ T cell"
"2013","CD4+ T cell"
"2014","CD4+ T cell"
"2015","CD4+ T cell"
"2016","CD4+ T cell"
"2017","CD4+ T cell"
"2018","CD4+ T cell"
"2019","CD4+ T cell"
"2020","CD4+ T cell"
"2021","CD4+ T cell"
"2022","CD4+ T cell"
"2023","CD4+ T cell"
"2024","CD4+ T cell"
"2025","CD4+ T cell"
"2026","CD4+ T cell"
"2027","CD4+ T cell"
"2028","CD4+ T cell"
"2029","CD4+ T cell"
"2030","CD4+ T cell"
"2031","CD4+ T cell"
"2032","CD4+ T cell"
"2033","CD4+ T cell"
"2034","CD4+ T cell"
"2035","CD4+ T cell"
"2036","CD4+ T cell"
"2037","CD4+ T cell"
"2038","CD4+ T cell"
"2039","CD4+ T cell"
"2040","CD4+ T cell"
"2041","CD4+ T cell"
"2042","CD4+ T cell"
"2043","CD4+ T cell"
"2044","CD4+ T cell"
"2045","CD4+ T cell"
"2046","CD4+ T cell"
"2047","CD4+ T cell"
"2048","CD4+ T cell"
"2049","CD4+ T cell"
"2050","CD4+ T cell"
"2051","CD4+ T cell"
"2052","CD4+ T cell"
"2053","CD4+ T cell"
"2054","CD4+ T cell"
"2055","Dendritic cell"
"2056","CD4+ T cell"
"2057","CD4+ T cell"
"2058","CD4+ T cell"
"2059","CD4+ T cell"
"2060","CD4+ T cell"
"2061","Dendritic cell"
"2062","CD4+ T cell"
"2063","CD4+ T cell"
"2064","Dendritic cell"
"2065","CD4+ T cell"
"2066","CD4+ T cell"
"2067","CD4+ T cell"
"2068","CD4+ T cell"
"2069","Dendritic cell"
"2070","CD4+ T cell"
"2071","Dendritic cell"
"2072","Dendritic cell"
"2073","Dendritic cell"
"2074","CD4+ T cell"
"2075","Dendritic cell"
"2076","CD4+ T cell"
"2077","CD4+ T cell"
"2078","CD4+ T cell"
