"","yan"
"1215","Cytotoxic T cell"
"1216","unassigned"
"1217","Cytotoxic T cell"
"1218","CD4+ T cell"
"1219","CD4+ T cell"
"1220","CD4+ T cell"
"1221","unassigned"
"1222","Cytotoxic T cell"
"1223","unassigned"
"1224","unassigned"
"1225","CD4+ T cell"
"1226","CD4+ T cell"
"1227","CD4+ T cell"
"1228","unassigned"
"1229","unassigned"
"1230","CD4+ T cell"
"1231","unassigned"
"1232","unassigned"
"1233","CD4+ T cell"
"1234","unassigned"
"1235","unassigned"
"1236","unassigned"
"1237","CD4+ T cell"
"1238","Dendritic cell"
"1239","B cell"
"1240","CD4+ T cell"
"1241","unassigned"
"1242","CD4+ T cell"
"1243","Cytotoxic T cell"
"1244","unassigned"
"1245","unassigned"
"1246","CD4+ T cell"
"1247","unassigned"
"1248","CD4+ T cell"
"1249","unassigned"
"1250","unassigned"
"1251","Cytotoxic T cell"
"1252","unassigned"
"1253","Cytotoxic T cell"
"1254","Cytotoxic T cell"
"1255","unassigned"
"1256","CD4+ T cell"
"1257","Cytotoxic T cell"
"1258","CD4+ T cell"
"1259","Dendritic cell"
"1260","unassigned"
"1261","unassigned"
"1262","CD4+ T cell"
"1263","CD4+ T cell"
"1264","unassigned"
"1265","CD4+ T cell"
"1266","Cytotoxic T cell"
"1267","CD4+ T cell"
"1268","Cytotoxic T cell"
"1269","unassigned"
"1270","Cytotoxic T cell"
"1271","unassigned"
"1272","Cytotoxic T cell"
"1273","CD4+ T cell"
"1274","CD4+ T cell"
"1275","unassigned"
"1276","unassigned"
"1277","Cytotoxic T cell"
"1278","CD4+ T cell"
"1279","CD4+ T cell"
"1280","Cytotoxic T cell"
"1281","unassigned"
"1282","CD4+ T cell"
"1283","CD4+ T cell"
"1284","Cytotoxic T cell"
"1285","unassigned"
"1286","unassigned"
"1287","CD4+ T cell"
"1288","Cytotoxic T cell"
"1289","CD4+ T cell"
"1290","CD4+ T cell"
"1291","Cytotoxic T cell"
"1292","CD4+ T cell"
"1293","CD4+ T cell"
"1294","Cytotoxic T cell"
"1295","unassigned"
"1296","CD4+ T cell"
"1297","CD4+ T cell"
"1298","CD4+ T cell"
"1299","Cytotoxic T cell"
"1300","unassigned"
"1301","unassigned"
"1302","unassigned"
"1303","CD4+ T cell"
"1304","unassigned"
"1305","unassigned"
"1306","Cytotoxic T cell"
"1307","CD4+ T cell"
"1308","CD4+ T cell"
"1309","CD4+ T cell"
"1310","unassigned"
"1311","Cytotoxic T cell"
"1312","Cytotoxic T cell"
"1313","CD4+ T cell"
"1314","B cell"
"1315","Cytotoxic T cell"
"1316","CD4+ T cell"
"1317","CD4+ T cell"
"1318","CD4+ T cell"
"1319","CD4+ T cell"
"1320","unassigned"
"1321","Cytotoxic T cell"
"1322","unassigned"
"1323","Cytotoxic T cell"
"1324","unassigned"
"1325","CD4+ T cell"
"1326","CD4+ T cell"
"1327","unassigned"
"1328","CD4+ T cell"
"1329","Cytotoxic T cell"
"1330","CD4+ T cell"
"1331","CD4+ T cell"
"1332","unassigned"
"1333","CD4+ T cell"
"1334","CD4+ T cell"
"1335","unassigned"
"1336","CD4+ T cell"
"1337","unassigned"
"1338","unassigned"
"1339","CD4+ T cell"
"1340","Cytotoxic T cell"
"1341","unassigned"
"1342","unassigned"
"1343","unassigned"
"1344","unassigned"
"1345","unassigned"
"1346","CD4+ T cell"
"1347","CD4+ T cell"
"1348","Cytotoxic T cell"
"1349","B cell"
"1350","unassigned"
"1351","CD4+ T cell"
"1352","Cytotoxic T cell"
"1353","CD4+ T cell"
"1354","CD4+ T cell"
"1355","CD4+ T cell"
"1356","unassigned"
"1357","Cytotoxic T cell"
"1358","unassigned"
"1359","unassigned"
"1360","unassigned"
"1361","CD4+ T cell"
"1362","unassigned"
"1363","unassigned"
"1364","CD4+ T cell"
"1365","Cytotoxic T cell"
"1366","Dendritic cell"
"1367","CD4+ T cell"
"1368","Cytotoxic T cell"
"1369","unassigned"
"1370","unassigned"
"1371","CD4+ T cell"
"1372","unassigned"
"1373","Cytotoxic T cell"
"1374","Dendritic cell"
"1375","unassigned"
"1376","CD4+ T cell"
"1377","Cytotoxic T cell"
"1378","unassigned"
"1379","Cytotoxic T cell"
"1380","unassigned"
"1381","unassigned"
"1382","CD4+ T cell"
"1383","CD4+ T cell"
"1384","unassigned"
"1385","unassigned"
"1386","CD4+ T cell"
"1387","CD4+ T cell"
"1388","CD4+ T cell"
"1389","B cell"
"1390","CD4+ T cell"
"1391","CD4+ T cell"
"1392","CD4+ T cell"
"1393","B cell"
"1394","Cytotoxic T cell"
"1395","unassigned"
"1396","Cytotoxic T cell"
"1397","Cytotoxic T cell"
"1398","unassigned"
"1399","Cytotoxic T cell"
"1400","Dendritic cell"
"1401","Cytotoxic T cell"
"1402","CD4+ T cell"
"1403","CD4+ T cell"
"1404","CD4+ T cell"
"1405","CD4+ T cell"
"1406","CD4+ T cell"
"1407","unassigned"
"1408","CD4+ T cell"
"1409","unassigned"
"1410","CD4+ T cell"
"1411","CD4+ T cell"
"1412","CD4+ T cell"
"1413","Cytotoxic T cell"
"1414","CD4+ T cell"
"1415","CD4+ T cell"
"1416","Cytotoxic T cell"
"1417","CD4+ T cell"
"1418","Cytotoxic T cell"
"1419","unassigned"
"1420","Cytotoxic T cell"
"1421","unassigned"
"1422","CD4+ T cell"
"1423","unassigned"
"1424","Cytotoxic T cell"
"1425","CD4+ T cell"
"1426","CD4+ T cell"
"1427","Cytotoxic T cell"
"1428","Cytotoxic T cell"
"1429","unassigned"
"1430","CD4+ T cell"
"1431","Cytotoxic T cell"
"1432","Cytotoxic T cell"
"1433","unassigned"
"1434","unassigned"
"1435","Cytotoxic T cell"
"1436","CD4+ T cell"
"1437","CD4+ T cell"
"1438","B cell"
"1439","Cytotoxic T cell"
"1440","CD4+ T cell"
"1441","Cytotoxic T cell"
"1442","Cytotoxic T cell"
"1443","CD4+ T cell"
"1444","Cytotoxic T cell"
"1445","Cytotoxic T cell"
"1446","CD4+ T cell"
"1447","Cytotoxic T cell"
"1448","CD4+ T cell"
"1449","Cytotoxic T cell"
"1450","CD4+ T cell"
"1451","unassigned"
"1452","Cytotoxic T cell"
"1453","Cytotoxic T cell"
"1454","Cytotoxic T cell"
"1455","CD4+ T cell"
"1456","CD4+ T cell"
"1457","Cytotoxic T cell"
"1458","CD4+ T cell"
"1459","CD4+ T cell"
"1460","Cytotoxic T cell"
"1461","Cytotoxic T cell"
"1462","CD4+ T cell"
"1463","Cytotoxic T cell"
"1464","CD4+ T cell"
"1465","Cytotoxic T cell"
"1466","CD4+ T cell"
"1467","CD4+ T cell"
"1468","CD4+ T cell"
"1469","CD4+ T cell"
"1470","CD4+ T cell"
"1471","Cytotoxic T cell"
"1472","Cytotoxic T cell"
"1473","Cytotoxic T cell"
"1474","Cytotoxic T cell"
"1475","unassigned"
"1476","CD4+ T cell"
"1477","CD4+ T cell"
"1478","B cell"
"1479","CD4+ T cell"
"1480","CD4+ T cell"
"1481","CD4+ T cell"
"1482","Cytotoxic T cell"
"1483","Cytotoxic T cell"
"1484","Cytotoxic T cell"
"1485","CD4+ T cell"
"1486","CD4+ T cell"
"1487","CD4+ T cell"
"1488","CD4+ T cell"
"1489","CD4+ T cell"
"1490","CD4+ T cell"
"1491","Cytotoxic T cell"
"1492","Cytotoxic T cell"
"1493","unassigned"
"1494","CD4+ T cell"
"1495","CD4+ T cell"
"1496","CD4+ T cell"
"1497","CD4+ T cell"
"1498","CD4+ T cell"
"1499","B cell"
"1500","CD4+ T cell"
"1501","CD4+ T cell"
"1502","unassigned"
"1503","CD4+ T cell"
"1504","CD4+ T cell"
"1505","CD4+ T cell"
"1506","Cytotoxic T cell"
"1507","CD4+ T cell"
"1508","CD4+ T cell"
"1509","Cytotoxic T cell"
"1510","CD4+ T cell"
"1511","CD4+ T cell"
"1512","B cell"
"1513","unassigned"
"1514","CD4+ T cell"
"1515","Cytotoxic T cell"
"1516","CD4+ T cell"
"1517","Cytotoxic T cell"
"1518","Cytotoxic T cell"
"1519","Cytotoxic T cell"
"1520","unassigned"
"1521","CD4+ T cell"
"1522","B cell"
"1523","Cytotoxic T cell"
"1524","CD4+ T cell"
"1525","CD4+ T cell"
"1526","CD4+ T cell"
"1527","Cytotoxic T cell"
"1528","CD4+ T cell"
"1529","CD4+ T cell"
"1530","CD4+ T cell"
"1531","Cytotoxic T cell"
"1532","CD4+ T cell"
"1533","CD4+ T cell"
"1534","Cytotoxic T cell"
"1535","CD4+ T cell"
"1536","CD4+ T cell"
"1537","Dendritic cell"
"1538","Cytotoxic T cell"
"1539","Cytotoxic T cell"
"1540","Cytotoxic T cell"
"1541","CD4+ T cell"
"1542","unassigned"
"1543","CD4+ T cell"
"1544","CD4+ T cell"
"1545","Cytotoxic T cell"
"1546","CD4+ T cell"
"1547","Cytotoxic T cell"
"1548","CD4+ T cell"
"1549","CD4+ T cell"
"1550","CD4+ T cell"
"1551","CD4+ T cell"
"1552","Cytotoxic T cell"
"1553","Cytotoxic T cell"
"1554","CD4+ T cell"
"1555","Cytotoxic T cell"
"1556","Cytotoxic T cell"
"1557","CD4+ T cell"
"1558","unassigned"
"1559","Cytotoxic T cell"
"1560","CD4+ T cell"
"1561","Cytotoxic T cell"
"1562","unassigned"
"1563","CD4+ T cell"
"1564","CD4+ T cell"
"1565","Cytotoxic T cell"
"1566","CD4+ T cell"
"1567","Cytotoxic T cell"
"1568","Cytotoxic T cell"
"1569","CD4+ T cell"
"1570","CD4+ T cell"
"1571","CD4+ T cell"
"1572","unassigned"
"1573","CD4+ T cell"
"1574","CD4+ T cell"
"1575","unassigned"
"1576","CD4+ T cell"
"1577","Cytotoxic T cell"
"1578","CD4+ T cell"
"1579","unassigned"
"1580","CD4+ T cell"
"1581","Cytotoxic T cell"
"1582","unassigned"
"1583","Cytotoxic T cell"
"1584","Cytotoxic T cell"
"1585","CD4+ T cell"
"1586","CD4+ T cell"
"1587","CD4+ T cell"
"1588","Cytotoxic T cell"
"1589","Cytotoxic T cell"
"1590","CD4+ T cell"
"1591","CD4+ T cell"
"1592","Cytotoxic T cell"
"1593","CD4+ T cell"
"1594","CD4+ T cell"
"1595","CD4+ T cell"
"1596","CD4+ T cell"
"1597","CD4+ T cell"
"1598","CD4+ T cell"
"1599","unassigned"
"1600","Cytotoxic T cell"
"1601","B cell"
"1602","CD4+ T cell"
"1603","unassigned"
"1604","CD4+ T cell"
"1605","CD4+ T cell"
"1606","CD4+ T cell"
"1607","Cytotoxic T cell"
"1608","CD4+ T cell"
"1609","Cytotoxic T cell"
"1610","CD4+ T cell"
"1611","CD4+ T cell"
"1612","CD4+ T cell"
"1613","CD4+ T cell"
"1614","CD4+ T cell"
"1615","CD4+ T cell"
"1616","Cytotoxic T cell"
"1617","Cytotoxic T cell"
"1618","Cytotoxic T cell"
"1619","CD4+ T cell"
"1620","CD4+ T cell"
"1621","CD4+ T cell"
"1622","CD4+ T cell"
"1623","CD4+ T cell"
"1624","CD4+ T cell"
"1625","CD4+ T cell"
"1626","CD4+ T cell"
"1627","Cytotoxic T cell"
"1628","Cytotoxic T cell"
"1629","CD4+ T cell"
"1630","Cytotoxic T cell"
"1631","CD4+ T cell"
"1632","Cytotoxic T cell"
"1633","B cell"
"1634","CD4+ T cell"
"1635","Cytotoxic T cell"
"1636","CD4+ T cell"
"1637","Cytotoxic T cell"
"1638","CD4+ T cell"
"1639","unassigned"
"1640","CD4+ T cell"
"1641","unassigned"
"1642","CD4+ T cell"
"1643","CD4+ T cell"
"1644","CD4+ T cell"
"1645","CD4+ T cell"
"1646","CD4+ T cell"
"1647","Cytotoxic T cell"
"1648","Cytotoxic T cell"
"1649","CD4+ T cell"
"1650","Cytotoxic T cell"
"1651","CD4+ T cell"
"1652","Cytotoxic T cell"
"1653","CD4+ T cell"
"1654","unassigned"
"1655","Cytotoxic T cell"
"1656","CD4+ T cell"
"1657","unassigned"
"1658","CD4+ T cell"
"1659","CD4+ T cell"
"1660","CD4+ T cell"
"1661","Cytotoxic T cell"
"1662","Cytotoxic T cell"
"1663","B cell"
"1664","CD4+ T cell"
"1665","Cytotoxic T cell"
"1666","CD4+ T cell"
"1667","Cytotoxic T cell"
"1668","CD4+ T cell"
"1669","CD4+ T cell"
"1670","CD4+ T cell"
"1671","CD4+ T cell"
"1672","CD4+ T cell"
"1673","CD4+ T cell"
"1674","CD4+ T cell"
"1675","Cytotoxic T cell"
"1676","CD4+ T cell"
"1677","CD4+ T cell"
"1678","unassigned"
"1679","Cytotoxic T cell"
"1680","CD4+ T cell"
"1681","CD4+ T cell"
"1682","CD4+ T cell"
"1683","CD4+ T cell"
"1684","CD4+ T cell"
"1685","Cytotoxic T cell"
"1686","CD4+ T cell"
"1687","Cytotoxic T cell"
"1688","CD4+ T cell"
"1689","CD4+ T cell"
"1690","CD4+ T cell"
"1691","CD4+ T cell"
"1692","CD4+ T cell"
"1693","unassigned"
"1694","CD4+ T cell"
"1695","Cytotoxic T cell"
"1696","Cytotoxic T cell"
"1697","CD4+ T cell"
"1698","Cytotoxic T cell"
"1699","CD4+ T cell"
"1700","CD4+ T cell"
"1701","CD4+ T cell"
"1702","CD4+ T cell"
"1703","Cytotoxic T cell"
"1704","Cytotoxic T cell"
"1705","Cytotoxic T cell"
"1706","CD4+ T cell"
"1707","CD4+ T cell"
"1708","CD4+ T cell"
"1709","CD4+ T cell"
"1710","B cell"
"1711","Cytotoxic T cell"
"1712","Cytotoxic T cell"
"1713","CD4+ T cell"
"1714","CD4+ T cell"
"1715","Cytotoxic T cell"
"1716","CD4+ T cell"
"1717","CD4+ T cell"
"1718","CD4+ T cell"
"1719","Cytotoxic T cell"
"1720","CD4+ T cell"
"1721","Cytotoxic T cell"
"1722","CD4+ T cell"
"1723","B cell"
"1724","Cytotoxic T cell"
"1725","CD4+ T cell"
"1726","CD4+ T cell"
"1727","CD4+ T cell"
"1728","unassigned"
"1729","Cytotoxic T cell"
"1730","CD4+ T cell"
"1731","unassigned"
"1732","Cytotoxic T cell"
"1733","CD4+ T cell"
"1734","Cytotoxic T cell"
"1735","Cytotoxic T cell"
"1736","CD4+ T cell"
"1737","CD4+ T cell"
"1738","Cytotoxic T cell"
"1739","Cytotoxic T cell"
"1740","CD4+ T cell"
"1741","CD4+ T cell"
"1742","CD4+ T cell"
"1743","CD4+ T cell"
"1744","unassigned"
"1745","Cytotoxic T cell"
"1746","Cytotoxic T cell"
"1747","unassigned"
"1748","CD4+ T cell"
"1749","Cytotoxic T cell"
"1750","CD4+ T cell"
"1751","CD4+ T cell"
"1752","CD4+ T cell"
"1753","unassigned"
"1754","CD4+ T cell"
"1755","CD4+ T cell"
"1756","CD4+ T cell"
"1757","CD4+ T cell"
"1758","CD4+ T cell"
"1759","Cytotoxic T cell"
"1760","Cytotoxic T cell"
"1761","Cytotoxic T cell"
"1762","CD4+ T cell"
"1763","CD4+ T cell"
"1764","B cell"
"1765","CD4+ T cell"
"1766","CD4+ T cell"
"1767","CD4+ T cell"
"1768","Cytotoxic T cell"
"1769","Cytotoxic T cell"
"1770","CD4+ T cell"
"1771","Cytotoxic T cell"
"1772","CD4+ T cell"
"1773","CD4+ T cell"
"1774","CD4+ T cell"
"1775","Cytotoxic T cell"
"1776","CD4+ T cell"
"1777","CD4+ T cell"
"1778","CD4+ T cell"
"1779","Cytotoxic T cell"
"1780","Cytotoxic T cell"
"1781","Cytotoxic T cell"
"1782","CD4+ T cell"
"1783","Cytotoxic T cell"
"1784","Cytotoxic T cell"
"1785","Cytotoxic T cell"
"1786","CD4+ T cell"
"1787","CD4+ T cell"
"1788","CD4+ T cell"
"1789","CD4+ T cell"
"1790","Cytotoxic T cell"
"1791","Cytotoxic T cell"
"1792","CD4+ T cell"
"1793","unassigned"
"1794","CD4+ T cell"
"1795","CD4+ T cell"
"1796","Cytotoxic T cell"
"1797","unassigned"
"1798","Cytotoxic T cell"
"1799","CD4+ T cell"
"1800","CD4+ T cell"
"1801","CD4+ T cell"
"1802","B cell"
"1803","CD4+ T cell"
"1804","CD4+ T cell"
"1805","unassigned"
"1806","CD4+ T cell"
"1807","Cytotoxic T cell"
"1808","Cytotoxic T cell"
"1809","Cytotoxic T cell"
"1810","CD4+ T cell"
"1811","Cytotoxic T cell"
"1812","unassigned"
"1813","CD4+ T cell"
"1814","CD4+ T cell"
"1815","Cytotoxic T cell"
"1816","CD4+ T cell"
"1817","CD4+ T cell"
"1818","CD4+ T cell"
"1819","CD4+ T cell"
"1820","CD4+ T cell"
"1821","Cytotoxic T cell"
"1822","CD14+ monocyte"
"1823","CD4+ T cell"
"1824","Cytotoxic T cell"
"1825","Cytotoxic T cell"
"1826","Cytotoxic T cell"
"1827","CD4+ T cell"
"1828","Cytotoxic T cell"
"1829","CD4+ T cell"
"1830","Cytotoxic T cell"
"1831","CD4+ T cell"
"1832","CD4+ T cell"
"1833","Cytotoxic T cell"
"1834","CD4+ T cell"
"1835","B cell"
"1836","CD4+ T cell"
"1837","CD4+ T cell"
"1838","Cytotoxic T cell"
"1839","Cytotoxic T cell"
"1840","Cytotoxic T cell"
"1841","CD4+ T cell"
"1842","CD4+ T cell"
"1843","B cell"
"1844","Cytotoxic T cell"
"1845","CD4+ T cell"
"1846","CD4+ T cell"
"1847","CD4+ T cell"
"1848","CD4+ T cell"
"1849","Cytotoxic T cell"
"1850","Cytotoxic T cell"
"1851","unassigned"
"1852","unassigned"
"1853","Cytotoxic T cell"
"1854","CD4+ T cell"
"1855","unassigned"
"1856","unassigned"
"1857","CD4+ T cell"
"1858","CD4+ T cell"
"1859","CD4+ T cell"
"1860","B cell"
"1861","Cytotoxic T cell"
"1862","Cytotoxic T cell"
"1863","CD4+ T cell"
"1864","CD4+ T cell"
"1865","CD4+ T cell"
"1866","CD4+ T cell"
"1867","CD4+ T cell"
"1868","Cytotoxic T cell"
"1869","Cytotoxic T cell"
"1870","CD4+ T cell"
"1871","CD4+ T cell"
"1872","CD4+ T cell"
"1873","CD4+ T cell"
"1874","CD4+ T cell"
"1875","CD4+ T cell"
"1876","CD4+ T cell"
"1877","Cytotoxic T cell"
"1878","CD4+ T cell"
"1879","CD4+ T cell"
"1880","Cytotoxic T cell"
"1881","CD4+ T cell"
"1882","CD4+ T cell"
"1883","Cytotoxic T cell"
"1884","CD4+ T cell"
"1885","CD4+ T cell"
"1886","CD4+ T cell"
"1887","Cytotoxic T cell"
"1888","unassigned"
"1889","unassigned"
"1890","CD4+ T cell"
"1891","CD4+ T cell"
"1892","Cytotoxic T cell"
"1893","Cytotoxic T cell"
"1894","CD4+ T cell"
"1895","Cytotoxic T cell"
"1896","unassigned"
"1897","Cytotoxic T cell"
"1898","CD4+ T cell"
"1899","B cell"
"1900","Cytotoxic T cell"
"1901","Cytotoxic T cell"
"1902","Cytotoxic T cell"
"1903","Cytotoxic T cell"
"1904","unassigned"
"1905","Dendritic cell"
"1906","Dendritic cell"
"1907","CD4+ T cell"
"1908","CD4+ T cell"
"1909","CD4+ T cell"
"1910","CD4+ T cell"
"1911","CD4+ T cell"
"1912","CD4+ T cell"
"1913","CD4+ T cell"
"1914","CD4+ T cell"
"1915","CD4+ T cell"
"1916","CD4+ T cell"
"1917","CD4+ T cell"
"1918","CD4+ T cell"
"1919","CD4+ T cell"
"1920","CD4+ T cell"
"1921","CD4+ T cell"
"1922","CD4+ T cell"
"1923","CD4+ T cell"
"1924","CD4+ T cell"
"1925","CD4+ T cell"
"1926","CD4+ T cell"
"1927","CD4+ T cell"
"1928","CD4+ T cell"
"1929","CD4+ T cell"
"1930","CD4+ T cell"
"1931","CD4+ T cell"
"1932","CD4+ T cell"
"1933","CD4+ T cell"
"1934","CD4+ T cell"
"1935","CD4+ T cell"
"1936","CD4+ T cell"
"1937","CD4+ T cell"
"1938","CD4+ T cell"
"1939","CD4+ T cell"
"1940","CD4+ T cell"
"1941","CD4+ T cell"
"1942","CD4+ T cell"
"1943","CD4+ T cell"
"1944","CD4+ T cell"
"1945","CD4+ T cell"
"1946","CD4+ T cell"
"1947","CD4+ T cell"
"1948","CD4+ T cell"
"1949","CD4+ T cell"
"1950","CD4+ T cell"
"1951","CD4+ T cell"
"1952","CD4+ T cell"
"1953","CD4+ T cell"
"1954","CD4+ T cell"
"1955","CD4+ T cell"
"1956","CD4+ T cell"
"1957","CD4+ T cell"
"1958","CD4+ T cell"
"1959","CD4+ T cell"
"1960","CD4+ T cell"
"1961","CD4+ T cell"
"1962","CD4+ T cell"
"1963","CD4+ T cell"
"1964","CD4+ T cell"
"1965","CD4+ T cell"
"1966","CD4+ T cell"
"1967","CD4+ T cell"
"1968","CD4+ T cell"
"1969","CD4+ T cell"
"1970","CD4+ T cell"
"1971","CD4+ T cell"
"1972","CD4+ T cell"
"1973","CD4+ T cell"
"1974","CD4+ T cell"
"1975","CD4+ T cell"
"1976","CD4+ T cell"
"1977","CD4+ T cell"
"1978","CD4+ T cell"
"1979","CD4+ T cell"
"1980","CD4+ T cell"
"1981","CD4+ T cell"
"1982","CD4+ T cell"
"1983","CD4+ T cell"
"1984","CD4+ T cell"
"1985","CD4+ T cell"
"1986","CD4+ T cell"
"1987","CD4+ T cell"
"1988","CD4+ T cell"
"1989","CD4+ T cell"
"1990","CD4+ T cell"
"1991","CD4+ T cell"
"1992","CD4+ T cell"
"1993","CD4+ T cell"
"1994","CD4+ T cell"
"1995","CD4+ T cell"
"1996","CD4+ T cell"
"1997","CD4+ T cell"
"1998","CD4+ T cell"
"1999","CD4+ T cell"
"2000","CD4+ T cell"
"2001","CD4+ T cell"
"2002","CD4+ T cell"
"2003","CD4+ T cell"
"2004","CD4+ T cell"
"2005","CD4+ T cell"
"2006","CD4+ T cell"
"2007","CD4+ T cell"
"2008","CD4+ T cell"
"2009","CD4+ T cell"
"2010","Dendritic cell"
"2011","CD4+ T cell"
"2012","CD4+ T cell"
"2013","CD4+ T cell"
"2014","CD4+ T cell"
"2015","CD4+ T cell"
"2016","CD4+ T cell"
"2017","CD4+ T cell"
"2018","CD4+ T cell"
"2019","CD4+ T cell"
"2020","CD4+ T cell"
"2021","CD4+ T cell"
"2022","CD4+ T cell"
"2023","CD4+ T cell"
"2024","CD4+ T cell"
"2025","CD4+ T cell"
"2026","CD4+ T cell"
"2027","CD4+ T cell"
"2028","CD4+ T cell"
"2029","CD4+ T cell"
"2030","CD4+ T cell"
"2031","CD4+ T cell"
"2032","CD4+ T cell"
"2033","CD4+ T cell"
"2034","CD4+ T cell"
"2035","CD4+ T cell"
"2036","CD4+ T cell"
"2037","CD4+ T cell"
"2038","CD4+ T cell"
"2039","CD4+ T cell"
"2040","CD4+ T cell"
"2041","CD4+ T cell"
"2042","unassigned"
"2043","CD4+ T cell"
"2044","CD4+ T cell"
"2045","CD4+ T cell"
"2046","CD4+ T cell"
"2047","CD4+ T cell"
"2048","CD4+ T cell"
"2049","CD4+ T cell"
"2050","CD4+ T cell"
"2051","CD4+ T cell"
"2052","CD4+ T cell"
"2053","CD4+ T cell"
"2054","CD4+ T cell"
"2055","CD4+ T cell"
"2056","CD4+ T cell"
"2057","CD4+ T cell"
"2058","CD4+ T cell"
"2059","CD4+ T cell"
"2060","CD4+ T cell"
"2061","CD4+ T cell"
"2062","CD4+ T cell"
"2063","CD4+ T cell"
"2064","CD4+ T cell"
"2065","CD4+ T cell"
"2066","CD4+ T cell"
"2067","CD4+ T cell"
"2068","CD4+ T cell"
"2069","CD4+ T cell"
"2070","CD4+ T cell"
"2071","CD4+ T cell"
"2072","unassigned"
"2073","CD4+ T cell"
"2074","CD4+ T cell"
"2075","unassigned"
"2076","unassigned"
"2077","CD4+ T cell"
"2078","CD4+ T cell"
"2079","unassigned"
"2080","CD4+ T cell"
"2081","CD4+ T cell"
"2082","CD4+ T cell"
"2083","CD4+ T cell"
"2084","CD4+ T cell"
"2085","CD4+ T cell"
"2086","CD4+ T cell"
"2087","CD4+ T cell"
"2088","CD4+ T cell"
"2089","unassigned"
"2090","CD4+ T cell"
"2091","CD4+ T cell"
"2092","CD4+ T cell"
"2093","unassigned"
"2094","Cytotoxic T cell"
"2095","Dendritic cell"
"2096","CD4+ T cell"
"2097","CD4+ T cell"
"2098","CD4+ T cell"
"2099","CD4+ T cell"
"2100","CD4+ T cell"
"2101","CD4+ T cell"
"2102","CD4+ T cell"
"2103","CD4+ T cell"
"2104","CD4+ T cell"
"2105","CD4+ T cell"
"2106","CD4+ T cell"
"2107","CD4+ T cell"
"2108","CD4+ T cell"
"2109","CD4+ T cell"
"2110","CD4+ T cell"
"2111","CD4+ T cell"
"2112","CD4+ T cell"
"2113","CD4+ T cell"
"2114","CD4+ T cell"
"2115","CD4+ T cell"
"2116","CD4+ T cell"
"2117","Dendritic cell"
"2118","CD4+ T cell"
"2119","CD4+ T cell"
"2120","CD4+ T cell"
"2121","CD4+ T cell"
"2122","CD4+ T cell"
"2123","CD4+ T cell"
"2124","CD4+ T cell"
"2125","CD4+ T cell"
"2126","CD4+ T cell"
"2127","CD4+ T cell"
"2128","CD4+ T cell"
"2129","CD4+ T cell"
"2130","CD4+ T cell"
"2131","CD4+ T cell"
"2132","CD4+ T cell"
"2133","unassigned"
